place,department,kind,name,type,site,country,id,email,bu
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-10,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-11,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-12,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-14,hung.thai@siamcitycement.com,vn
Tòa nhà turbin,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-17,hung.thai@siamcitycement.com,vn
khu vực SP boiler,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-21,hung.thai@siamcitycement.com,vn
khu vực SP boiler,PRODUCTION,Tủ socket,,socket,honc,vietnam,HONC-WHR-22,hung.thai@siamcitycement.com,vn
khu máy nghiền than ( gần 481-WF1),Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-LP1-1N1-038,hung.thai@siamcitycement.com,vn
Sockets center in Mill feed building and RM,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-046,hung.thai@siamcitycement.com,vn
Power sockets in SS 3.1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N1-013,hung.thai@siamcitycement.com,vn
Power sockets đỉnh building RM,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P1-1N2-019,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 6 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-055,hung.thai@siamcitycement.com,vn
Socket 3P - Tầng 3 - Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-054,hung.thai@siamcitycement.com,vn
Socket 1P phòng máy nén khí Preheater,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N1-042-SO-W21,hung.thai@siamcitycement.com,vn
Socket 3P - Chân quạt 421-FN1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-421-1N1-059,hung.thai@siamcitycement.com,vn
Socket 3P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-085-1,hung.thai@siamcitycement.com,vn
Socket 1P - Sàn Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-085-2,hung.thai@siamcitycement.com,vn
Socket 1P - Gần búa Cooler,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-084-4,hung.thai@siamcitycement.com,vn
Socket 3P - Chân quạt 471-FN1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-047,hung.thai@siamcitycement.com,vn
Socket 3P - Nóc 471-EP1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-4,hung.thai@siamcitycement.com,vn
Socket 3P - Gần đỉnh Silo clinker,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-5,hung.thai@siamcitycement.com,vn
Socket 1P - Gần 461-LQ1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-049-6,hung.thai@siamcitycement.com,vn
Socket 1P - Bệ lò số 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-2,hung.thai@siamcitycement.com,vn
Socket 1P - Bệ lò số 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-4,hung.thai@siamcitycement.com,vn
Socket 1P - Bệ lò số 3,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-4P1-1N2-048-5,hung.thai@siamcitycement.com,vn
Trong cối,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-CRUSHER,hung.thai@siamcitycement.com,vn
Giữa kho đá vôi phía Stacker,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PREBED-STACKER,hung.thai@siamcitycement.com,vn
Dưới Apron ATS,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-ATS-APRON,hung.thai@siamcitycement.com,vn
Palletizer 2,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PALLETIZE2-1,hung.thai@siamcitycement.com,vn
Trên Silo 4,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-SILO-4,hung.thai@siamcitycement.com,vn
Tầng 5 Packing plant,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PK-5F,hung.thai@siamcitycement.com,vn
Tầng 4 Packing plant,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PK-4F-2,hung.thai@siamcitycement.com,vn
Gần Packer 1,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-PACKER-1-2,hung.thai@siamcitycement.com,vn
Kiln Shutdown,PRDUCTION,Tủ nguồn 3 pha (380V),,socket,honc,vietnam,HONC-PRD-TN3P-03,hung.thai@siamcitycement.com,vn
Main workshop,Electrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-Main-workshop-06,hung.thai@siamcitycement.com,vn
Socket 3p Coal storage,Elctrical,Tủ socket,,socket,honc,vietnam,HONC-HONC-3P2-1N2-020,hung.thai@siamcitycement.com,vn
,,,,electrical,catl,vietname,CATL-AD_20,,vn
,,,,electrical,catl,vietname,CATL-AD_21,,vn
,,,,electrical,catl,vietname,CATL-AD_22,,vn
,,,,electrical,catl,vietname,CATL-AD_23,,vn
,,,,electrical,catl,vietname,CATL-AD_24,,vn
,,,,electrical,catl,vietname,CATL-AD_25,,vn
,,,,electrical,catl,vietname,CATL-AD_26,,vn
,,,,electrical,catl,vietname,CATL-AD_27,,vn
,,,,electrical,catl,vietname,CATL-AD_28,,vn
,,,,electrical,catl,vietname,CATL-AD_29,,vn
,,,,electrical,catl,vietname,CATL-AD_30,,vn
Phòng khách hàng kho Sling,SCN,Quạt điện cố định,Quạt điện,electrical,catl,vietname,CATL-SCN_01,tri.le@siamcitycement.com,vn
,,,,electrical,catl,vietname,CATL-SCN_02,,vn
,,,,electrical,catl,vietname,CATL-SCN_03,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-01,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-02,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-03,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-04,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-05,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-06,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-07,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-08,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-09,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-10,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-11,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-12,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-13,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-14,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-15,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-16,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-17,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-18,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-19,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-20,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-21,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-22,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-23,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-24,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-25,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-26,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-27,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-28,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-29,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-30,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-31,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-32,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-33,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-34,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-35,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-36,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-37,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-38,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-39,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-40,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-41,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-42,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-43,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-44,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-45,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-46,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-47,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-48,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-49,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-50,quyen.van@siamcitycement.com,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-51,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-52,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-53,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-54,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-55,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-56,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-57,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-58,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-59,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-60,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-61,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-62,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-63,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-64,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-65,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-66,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-67,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-68,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-69,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-70,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-71,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-72,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-73,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-74,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-75,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-76,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-77,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-78,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-79,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-80,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-81,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-82,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-83,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-84,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-85,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-86,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-87,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-88,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-89,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-90,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-91,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-92,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-93,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-94,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-95,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-96,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-97,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-98,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-99,,vn
Admin office,,Socket & Plug,,socket,catl,vietname,CATL-AD-100,,vn
